SBBBHSBHHHSSBSSHSSSSBBBSBHHSBBSS
BHHSHSHHHHSHBHHHSSHBBBBSHSSSBHSH
BSSBBBSBHHBSHSSHSHHBBSSHBSBSHSHH
BBSHSSHHSBSSBSHHHHSSBHHBBHSBHBHS
BSHSHHSHHSBSHSSBSHBSBBHBBHSSSSSS
BHHSHHBHHHBBBBBSBHSBHSSHHSHBBHBB
HSHBHSSHSSBHBSBHBSSHBBBBBBHHBHHH
SHHSHHBHHHBBBBBSBHSBHSSHHSHBBHBB
BBHBHHBBHBBHBBSBHSSBSSBSSHSSHBBB
BHHSSHHBHHBSHHBBSHHHBSSHHSHBHSBS
BBBBHSBHHHSSBSSHSSSSBBBSBHHSBBSS
BHBHBHSBSSSHBHSBSBHBHBSBSSSHSBBH
HBHBHHBBHBBHBBSBHSSBSSBSSHSSHBBB
BBHBHHBBHBBHBBSBHSSBSSBSSHSSHBBB
HHBHBBBBSSHHSSHHSHSBHHHHBHSBBBBB
HHHBHBHSHBSSBHSBSBBSSSBSBHHHBSBB
HBBHBBBBSSHHSSHHSHSBHHHHBHSBBBBB
BHHSHHSHHHBSBBBSHHBBHHBSSSBSHSHS
SBHSSHHHHSBSBHHBBHBSHSSHBBBBBHHB
BBSSHHHHHSHBSSSHSSHSSSHHSHSSBHHS
BBSHBBBSBHSSSBSSSSBBSHBBBBSBSHHB
HBSHHHHHHBSSHHHBBSSBSBHBHBHHSHHB
BBBSBBHHSSHBHHSBHSSSSSSSHBBHHSBS
BHBHBHSBSSSHHHSBSBHBHBSBSSSHSBBH
BHHHHSHHHHSHBHHHSSHBBBBSHSSSBHSH
HBHBHHBBHBBHBBSBHSSBSSBSSHSSHBBB
BBHSHHSHHSBSHSSBSHBSBBHBBHSSSSSS
HBHBSHBBHBBHBBSBHSSBSSBSSHSSHBBB
BHBHHBBSSSBHBSSBBSBSHSSHBBHHSBSH
BHBHBHSBSSSHHHSBHBHBHBSBSSSHSBBH
BHSBHSHSBHSBHBSSSSHHSSSBBBBHHSHB
BHSSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BHHSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
BBHSBSHBSSBHSSHSBSHSSSBSSBSBHSSS
SHHBHBHSHBSSBHSBSBBSSSBSBHHHBSBB
SHHSSHHHHSBSBHHBBHBSHSSHBBBBBHHB
BBSSBBHHSSHBHHSBHSSSSSSSHBBHHSBS
BBSBHSBHHHSSBSSHSSSSBBBSBHHSBBSS
BBHHHBHBBHSSHSHBBBBHBSHHSSHSSBHS
BSHBBSSBSHHSBSSSBBHHSSHSHHSSHBBB
SHHBHBHSHBSSBHSBSBBSSSBSBBHHBSBB
BHHHHSHHHHHHBHHHSSHBBBBSHSSSBHSH
BBHHHHSHHSBSHSSBSHBSBBHBBHSSSSSS
BSSSHHHHHSHBSSSHSSHSSSHHSHSSBHHS
BHHSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BSBBBBSBHHBSHSSHSHHBBSSHBSBSHSHH
SBSHSSHHSBSSBSHHHHSSBHHBBHSBHBHS
BBSSHBSBBSBHSBSHHSSBBBHSSSBBSBHS
BHBHBBBSSSBHBSSBBSBSHSSHBBHHSBSH
BHSSSHBSSSHSSSHHSSSSHSSBHHHSHBBS
BSHBBBSBHHBSHSSHSHHBBSSHBSBSHSHH
BHHHBBBBSHHBSHBHHSHHSBSSHBBBSHBB
HHHBHSSHSSBHBSBHBSSHBBBBBBHHBHHH
BSSSHBBBSSBBHHBSBSSBHBHSBSSHHBSS
BHHBBSSHBHHBSSHHHHBHBBBBSBHBHSSH
HBBHBBBBHSHHSSHHSHSBHHHHBHSBBBBB
BHSSHBHHHSSSSSBSHSHHBSBSBBBHHSHH
BBSHSSHHHSBHSSSSBHBSSBBHSHHSHBHB
BSSHBSSSBHHHBBBBBSBBBHHHHHSSSHHH
BHSSHHHHHSHBSSSHSSHSSSHHSHSSBHHS
BHSBSHHHSSSSBSHHBBSSSHBSSSBHBBHB
BBSHBBBSBHSSBBSSSSBBSHBBBBSBSHHB
BBHSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BBHSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
BSBHHBSSHHSBSHSBHBBSSSBSBBBBHBHH
BHSSHHBSSSHSSSHHSSSSHSSBHHHSHBBS
BHHSHHBHHHBBBBBSBHSBHSSHHSHBBHBB
BSSSHHHHHSHBSSSHSSHSSSHHSHSSBHHS
BHSBHSHSSHSBHBSSSSHHSSSBBBBHHSHB
HBBHBBBBHSHHBSHHSHSBHHHHBHSBBBBB
BBHBHHSHHSBSHSSBSHBSBBHBBHSSSSSS
BHHHHSHHBHHHBHHHSSHBBBBSHSSSBHSH
BSSSHSBBSSBBHHBSBSSBHBHSBSSHHBSS
HBBHBHHBHSHBBSHHHSSBBBSBBSSSSSBS
BHSHHSHHBHHHBHHHSSHBBBBSHSSSBHSH
BBHSBHHBSSBHSSHSBSHSSSBSSBSBHSSS
BBSHHSBHHHSSBSSHSSSSBBBSBHHSBBSS
BBHHSSHHHSBHSSSSBHBSSBBHSHHSHBHB
BBHHHSBHHHSSBSSHSSSSBBBSBHHSBBSS
HSHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BHHBSHHHSSSSBSHHBBSSSHBSSSBHBBHB
BSHSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
HHSBHSSHSSBHBSBHBSSHBBBBBBHHBHHH
BHHSSHHHHSBSBHHBBHBSHSSHBBBBBHHB
BHBBBHSBSSSHHHSBHBHBHBSBSSSHSBBH
BBHHHHSHHSBSHSSBSHBSBBHBBHSSSSSS
BSHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BSHBBSSBHHBSHSSHSHHBBSSHBSBSHSHH
HBSHBBBBHSHHBSHHSHSBHHHHBHSBBBBB
BHHSSHHBHHBSHHBBBHHHBSSHHSHBHSBS
BBHBSHBBHBBHBBSBHSSBSSBSSHSSHBBB
HBSHSSHHSBSSBSHHHHSSBHHBBHSBHBHS
SSHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
HBBHBBBBHSHHBSHHSHSBHHHHBHSBBBBB
BBHHBHSHHSBSHSSBSHBSBBHBBHSSSSSS
BBHHHSHHBHSBSBBBSSBBHHHBBBHSSHBB
BHHHSHHHSSSSBSHHBBSSSHBSSSBHBBHB
BSSSHBSBBSBHSBSHHSSBBBHSSSBBSBHS
BBHHHHBHHHSSBSSHSSSSBBBSBHHSBBSS
BHSSHSBBSSBBHHBSBSSBHBHSBSSHHBSS
BBBSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BBHSSHHBHHBSHHBBBHHHBSSHHSHBHSBS
HSHSHBBHHBSSHSHHHBHHSHSHBBHSSHHH
BBBHHHBHHHSSBSSHSSSSBBBSBHHSBBSS
BBBHHHBHBHSSBSSHSSSSBBBSBHHSBBSS
BBHSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
SHHBHBHSHBSSBHSBSBBBSSBSBBHHBSBB
SBHHHBHBBHSSHSHBBBBHBSHHSSHSSBHS
HSSBHSSHSSBHBSBHBSSHBBBBBBHHBHHH
BBBHBHHBHSHBBSHHHSSBBBSBBSSSSSBS
BBBSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
BHSSHSHHBHHHBHHHSSHBBBBSHSSSBHSH
BBHSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BBSBBBHHSSHBHHSBHSSSSSSSHBBHHSBS
BSSBBSSBHHBSHSSHSHHBBSSHBSBSHSHH
HSHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BHHBBSSBSHHSBSSSBBHHSSHSHHSSHBBB
BSSSHHHSHSHBSSSHSSHSSSHHSHSSBHHS
BHBHHBSSHHSBSHSBHBBSSSBSBBBBHBHH
BBHHHSHHBHSBSBBBHSBBHHHBBBHSSHBB
BBHSHHSHHHBSBBBSHHBBHHBSSSBSHSHS
BSSSSBSBBSBHSBSHHSSBBBHSSSBBSBHS
BBBHBBBSSSBHBSSBBSBSHSSHBBHHSBSH
BHSBBBHHSSHBHHSBHSSSSSSSHBBHHSBS
BBSHBBBSBHSSBBSSHSBBSHBBBBSBSHHB
BHSHBSHBHHHHSHSSHHHHSBSSSHBHSSBB
BHSBHSHSSHSBHBSSBSHHSSSBBBBHHSHB
BHBBHBSSHHSBSHSBHBBSSSBSBBBBHBHH
BHHHBHBBSHHHHSHSBBSSSBHHSSSBSBBS
HBBBBBBBHSHHBSHHSHSBHHHHBHSBBBBB
BBBSHHHSSBBBSHSBBSHSHHHSSHSBSSSS
BHHSHHSHHHBSBBBSHHBBHHBSSSBSHSHS
BBSHBHHBHSHBBSHHHSSBBBSBBSSSSSBS
BBSSHBHHHSSSSSBSHSHHBSBSBBBHHSHH
BBHBBSSBSHHSBSSSBBHHSSHSHHSSHBBB
BHHHSHHHHSSSBSHHBBSSSHBSSSBHBBHB
BHSSHHHSSSHSSSHHSSSSHSSBHHHSHBBS
BHHBHSHSSHSBHBSSBSHHSSSBBBBHHSHB
SBBHHBHBBHSSHSHBBBBHBSHHSSHSSBHS
HBBBBBBBBSHHBSHHSHSBHHHHBHSBBBBB
BHHHHSHSSHSBHBSSBSHHSSSBBBBHHSHB
BBSHHHHHHBSSHHHBBSSBSBHBHBHHSHHB
BHSBBBHHBSHBHHSBHSSSSSSSHBBHHSBS
BSSBBHSBHHBSHSSHSHHBBSSHBSBSHSHH
HHHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BSHHHSHSSHSBHBSSBSHHSSSBBBBHHSHB
BHBSHHBSHBSHHSHHHSHBSHSSBSHBSSSH
BSSHHSSSBHHHBBBBBSBBBHHHHHSSSHHH
HBBHSHSBHHHSHSSBHHBHBBHHBSBHSHBS
BBSBBSSBSHHSBSSSBBHHSSHSHHSSHBBB
BSHBBBHHHBSSSBHBSHBHHHSBBBBSBHBH
BSBBBBHHBBHSBBSSBHBHSHSHSBHHBSSB
HBBHBBBBBSHHBSHHSHSBHHHHBHSBBBBB
BBBHSSHHHSBHSSSSBHBSSBBHSHHSHBHB
BSSSHHHSBSHBSSSHSSHSSSHHSHSSBHHS
BHHHHHBBSHHHHSHSBBSSSBHHSSSBSBBS
BHSHBBBSBHSSBBSSHSBBSHBBBBSBSHHB
BHSHHSBBSSBBHHBSBSSBHBHSBSSHHBSS
BHSHBHHBHHHHSHSSHHHHSBSSSHBHSSBB
HHSBHSSHSSBHBSBHBSSHBBBBBBHHBHHH
BBBSHHHSHBBBSHSBBSHSHHHSSHSBSSSS
BBSHBHHSHSHBBSHHHSSBBBSBBSSSSSBS
BHSSHSHHBHHHBHHHHSHBBBBSHSSSBHSH
BSHSHBBHHBSSHSHHHBHHSHSHBBHSSHHH
BSHHSSHSSHSBHBSSBSHHSSSBBBBHHSHB
BHBSBHBSHBSHHSHHHSHBSHSSBSHBSSSH
BBHHBBBBSHHBSHBHHSHHSBSSHBBBSHBB
HBBHSHSHHHHSHSSBHHBHBBHHBSBHSHBS
BSBBHBHHHSHHBBBHHBSSHBSSHBSSHHHS
BBSHSSHHSBSSBSHHHHSSBHHBBHSBHBHS
BSHSSHHBHHBSHHBBBHHHBSSHHSHBHSBS
BSBSHHHSHBBBSHSBBSHSHHHSSHSBSSSS
BBHHBHHSHSHBBSHHHSSBBBSBBSSSSSBS
BBSHHBHHHSSSSSBSHSHHBSBSBBBHHSHH
BSHHBBHBBSSSHHSHHHSBHBBBHSHHBSHB
BBHHBSHHBHSBSBBBHSBBHHHBBBHSSHBB
BBBSSSHHHSBHSSSSBHBSSBBHSHHSHBHB
BBHHBBHBBSSSHHSHHHSBHBBBHSHHBSHB
HHSBHHSHSSBHBSBHBSSHBBBBBBHHBHHH
BHSHHSHBSSBBHHBSBSSBHBHSBSSHHBSS
BHSBBHBHHSBHHSSBBHSBSHSSBSHHSSBS
BBBHHHBHBHHSBSSHSSSSBBBSBHHSBBSS
BHBBHBHSHHSBSHSBHBBSSSBSBBBBHBHH
BBHBBHHSHSHBBSHHHSSBBBSBBSSSSSBS
BSHSBBHHHBSSSBHBSHBHHHSBBBBSBHBH
BSHSBBHHHBSSSHHBSHBHHHSBBBBSBHBH
BHHHSSHSSHSBHBSSBSHHSSSBBBBHHSHB
BHHBSHHHHSSSBSHHBBSSSHBSSSBHBBHB
BSHSSSHBHHBSHHBBBHHHBSSHHSHBHSBS
BSBBHHHSHBBBSHSBBSHSHHHSSHSBSSSS
BHSHBHHHHHHHSHSSHHHHSBSSSHBHSSBB
BBHHHHBBSHHHHSHSBBSSSBHHSSSBSBBS
BBSSHHHHHBSSHHHBBSSBSBHBHBHHSHHB
BBHHBBBBSHHBHHBHHSHHSBSSHBBBSHBB
BHSSHHSHHHBSBBBSHHBBHHBSSSBSHSHS
BBSHHSHBSSBBHHBSBSSBHBHSBSSHHBSS
BBBSSSHHHSBHSSSSBHBSSBBHHHHSHBHB
BSSSHHHHBHSSSHBBHBHSHBHBHBBBHHBB
BHBBBBHHBBHSBBSSBHBHSHSHSBHHBSSB
BHBSBHHSHBSHHSHHHSHBSHSSBSHBSSSH
BBBBSSHHHSBHSSSSBHBSSBBHHHHSHBHB
BBSSHSHHBHHHBHHHHSHBBBBSHSSSBHSH
BSSHHSSSBHBHBBBBBSBBBHHHHHSSSHHH
BBHSHHBHHHBBBBBSBHSBHSSHHSHBBHBB
BHSHSSHSSHSBHBSSBSHHSSSBBBBHHSHB
BHSHBHHHHHHHSHSSHHHHBBSSSHBHSSBB
BHSSHHHSBSHSSSHHSSSSHSSBHHHSHBBS
BSSBBHSBHHBSHSSHHHHBBSSHBSBSHSHH
BBHSSSHBHHBSHHBBBHHHBSSHHSHBHSBS
BBSSBHHHHBSSHHHBBSSBSBHBHBHHSHHB
BBBHHBHBBHSSHSHBBBBHBSHHSSHSSBHS
BHBBHBHHHSHHBBBHHBSSHBSSHBSSHHHS
BBBHBBBSBSBHBSSBBSBSHSSHBBHHSBSH
BSSSSHSBBSBHSBSHHSSBBBHSSSBBSBHS
BBHBBSSHBHHBSSHHHHBHBBBBSBHBHSSH
HBBHSHSHBHHSHSSBHHBHBBHHBSBHSHBS
BSSSHSHHBHHHBHHHHSHBBBBSHSSSBHSH
BHHBSHHHHSSSBSHHBBSSSHBSHSBHBBHB
BBHSBHHBHSBHSSHSBSHSSSBSSBSBHSSS
BBHBHHBBHBBHBBSBHSSBSSBSSHSSHBBB
BSHSBBHHHBSSSHHBSBBHHHSBBBBSBHBH
BBHBSSBSBHHSSHSSHBSBBHHBSHHHSHSS
BHBHHHBHBHHSBSSHSSSSBBBSBHHSBBSS
BBBHHBSBBHSSHSHBBBBHBSHHSSHSSBHS
BSSSHHHSBSHSSSSHSSHSSSHHSHSSBHHS
BHSSHHHSBSHSSSSHSSHSSSHHSHSSBHHS
BBBHBBSBBSHBHHHBBHBSBBBHBHHSHBHB
BBHBSHBSBHHSSHSSHBSBBHHBSHHHSHSS
BBSHBHHHHHHHSHSSHHHHBBSSSHBHSSBB
BBHHBHSHHSBHHSSBSHBSBBHBBHSSSSSS
BBHBBHHBHSHBBSHHHSSBBBSBBSSSSSBS
BBHBHSSHBHHBSSHHHHBHBBBBSBHBHSSH
BBBHBHHHHHHHSHSSHHHHBBSSSHBHSSBB
BHSHSSHSSHSBHBSSBSSHSSSBBBBHHSHB
BBSHHSHBHSBBHHBSBSSBHBHSBSSHHBSS
BHHBSHHHHSSSHSHHBBSSSHBSHSBHBBHB
BBSHHHHBHSBBHHBSBSSBHBHSBSSHHBSS
BHSHBBBSBHSSBHSSHSBBSHBBBBSBSHHB
BSSSSHSBBSBHSBSHHSSBBBHHSSBBSBHS
BBHHHBHHHSSSSSBSHSHHBSBSBBBHHSHH
BHSBBHSBHHBSHSSHHHHBBSSHBSBSHSHH
BBHSBBHBHSBHSSHSBSHSSSBSSBSBHSSS
BHHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BHSHSSHHSBSSBSHHHHSSBHHBBHSBHBHS
BBSBSSSBSHHSBSSSBBHHSSHSHHSSHBBB
BBSHSSSBSHHSBSSSBBHHSSHSHHSSHBBB
BHSHSSHHHBSSBSHHHHSSBHHBBHSBHBHS
BBBBHBHHHSHHBBBHHBSSHBSSHBSSHHHS
BBHSSHHHHSBSBHHBBHBSHSSHBBBBBHHB
BBSSSSHBHHBSHHBBBHHHBSSHHSHBHSBS
BHSHSSHSBHSBHBSSBSSHSSSBBBBHHSHB
BBHHBHHBHHHBHHHSHHBHSBHBBHSSBBBB
BBSSSHSBBSBHSBSHHSSBBBHHSSBBSBHS
BBBHHBHHHSSSSSBSHSHHBSBSBBBHHSHH
BHHSHHHSBSHSSSSHSSHSSSHHSHSSBHHS
BHSHHHHBHSBBHHBSBSSBHBHSBSSHHBSS
BBHHHHBHHHBBBBBSBHSBHSSHHSHBBHBB
BBBSSSHHHSBHSSSSBHBSSBBHHHHSHBHB
BSBSHHHSHBBBSHSBBSHSHHHSSHSBSSSS
HBBHBBBBBSHHBSHHHHSBHHHHBHSBBBBB
BBHBBHHSHSHBBSHHHSSBBBSBBSSSSSBS
BBSBBHBHHSBHHSSBBHSBSHSSBSHHSSBS
BHSHHHHBHSBBHHBSBSSBBBHSBSSHHBSS
BBBBHSHHHSHHBBBHHBSSHBSSHBSSHHHS
BHSHBBBSBHHSBHSSHSBBSHBBBBSBSHHB
BBHSBBHBHSBHSSHSBSHHSSBSSBSBHSSS
BBHBBHHSHSHBSSHHHSSBBBSBBSSSSSBS
BHHHHHHBHSBBHHBSBSSBBBHSBSSHHBSS
BHBBHBHSBHSBSHSBHBBSSSBSBBBBHBHH
BBSBSHBSBHHSSHSSHBSBBHHBSHHHSHSS
BBSBBHBHHSBSHSSBBHSBSHSSBSHHSSBS
BBHHHHBHHHBBBBBSBHSBHHSHHSHBBHBB
BBBBBBHHBBHSBBSSBHBHSHSHSBHHBSSB
BBSHSSHBSHHSBSSSBBHHSSHSHHSSHBBB
BBHHBHSHHSBHHSSBBHBSBBHBBHSSSSSS
BBBHHHHHHSSSSSBSHSHHBSBSBBBHHSHH
BHHBSHHHHSSBHSHHBBSSSHBSHSBHBBHB
BHHHHBHBHSBBHHBSBSSBBBHSBSSHHBSS
BBBSSSHHHSHHSSSSBHBSSBBHHHHSHBHB
BBSBBSBHHSBSHSSBBHSBSHSSBSHHSSBS
HBBHBBBBBSHHBSHSHHSBHHHHBHSBBBBB
BBHHBBHBHSBHSSHSBSHHSSBSSBSBHSSS
BBSBBBHHBSHBHHSBHSSSSSSSHBBHHSBS
BBSSSSHHHHBSHHBBBHHHBSSHHSHBHSBS
BHHBBHSBHHBSHSSHHHHBBSSHBSBSHSHH
BBHBBHSHHSBHHSSBBHBSBBHBBHSSSSSS
BBSBBBHHBSHBHHSBHSSSSSSSHBBHHHBS
BBHHBBHBHSBHSSHSBSHHSSBSBBSBHSSS
BBHHHHBBHHHHHSHSBBSSSBHHSSSBSBBS
BBHHHBHBHSBHSSHSBSHHSSBSBBSBHSSS
BBHHBBBSBSBHBSSBBSBSHSSHBBHHSBSH
BBHSHBBHHBSSHSHHHBHHSHSHBBHSSHHH
BBHHHHBBHHHHHSHSBBSSSBHHHSSBSBBS
BHHBBHSHHSBHHSSBBHBSBBHBBHSSSSSS
BBSHSSHBSHHSBSSSBBHHSSHSHHSSHHBB
BBHBBHBSHSHBSSHHHSSBBBSBBSSSSSBS
BHBHHHHHHSSSSSBSHSHHBSBSBBBHHSHH
BHHBBHHHHSBHHSSBBHBSBBHBBHSSSSSS
HBBHBBBBBSHBBSHSHHSBHHHHBHSBBBBB
BBHHHSHBHSBHSSHSBSHHSSBSBBSBHSSS
BHSSHSHHBHHHBHHHHSHBBBBSHSSSBHSH
BBHHHBBBHHHHHSHSBBSSSBHHHSSBSBBS
HBBHBBHBBSHBBSHSHHSBHHHHBHSBBBBB
BBHHHBBBHHBHHSHSBBSSSBHHHSSBSBBS
BHHBSHHHHSHBHSHHBBSSSHBSHSBHBBHB
BBHBBHSBHHBSHSSHHHHBBSSHBSBSHSHH
BBHHBBHHBHSBSBBBHSBBHHHBBBHSSHBB
BHBBBHHSHBSHHSHHHSHBSHSSBSHBSSSH
BHBHHSHHHSSSSSBSHSHHBSBSBBBHHSHH
SBBHBBSBBSHBHHHBBHBSBBBHBHHSHBHB
BBHHHHBHHHBBBBBSBHSBHHSHHHHBBHBB
BBSSSHSBBSBHSBSHHSSBBBBHSSBBSBHS
BHHBSHHHHSHBHSHHBBSSSBBSHSBHBBHB
HBBBBBHHBBHSBBSSBHBHSHSHSBHHBSSB
BBBHHBSSBHSSHSHBBBBHBSHHSSHSSBHS
BBHHBBHHBHSBSHBBHSBBHHHBBBHSSHBB
BBBHHSHHHSHHBBBHHBSSHBSSHBSSHHHS
BBBHBBHBBSSSHHSHHHSBHBBBHSHHBSHB
BHHHBHHHHSBHHSSBBHBSBBHBBHSSSSSS
BBHBHHSHBHHBSSHHHHBHBBBBSBHBHSSH
BBHHHSHBHSSHSSHSBSHHSSBSBBSBHSSS
BBSHHSHBHSSHSSHSBSHHSSBSBBSBHSSS
SBBHBBSBBSHBHHHBBHBSBBBHBHHSHSHB
SBBHBBHBBSHBHHHBBHBSBBBHBHHSHSHB
BBHBHHSHBHHBSSHHHHBHBBHBSBHBHSSH
BHHBHHHHHSHBHSHHBBSSSBBSHSBHBBHB
BBHHBHHHHHHHSHSSHHHHBBSSSHBHSSBB
BBHHHBBBHHBHHSHSHBSSSBHHHSSBSBBS
BBSHSHBSBHHSSHSSHBSBBHHBSHHHSHSS
BBHHBBHBBSSSHHSHHHSBHBBBHSHHBSHB
BBBHBBHBBSHBBSHSHHSBHHHHBHSBBBBB
BBSHHSHBSHHSBSSSBBHHSSHSHHSSHHBB
BBSHSSHHHHBSHHBBBHHHBSSHHSHBHSBS
BBHHBBHBBSSBHHSHHHSBHBBBHSHHBSHB
BBSBBHSBHHBSHSSHHHHBBSSHBSBSHSHH
BBSHHSHHSHHSBSSSBBHHSSHSHHSSHHBB
BHHHHHBHHHBBBBBSBHSBHHSHHHHBBHBB
BHSHHSHHSHHSBSSSBBHHSSHSHHSSHHBB
BBSHHSHBHSSHSSHHBSHHSSBSBBSBHSSS
BHBHBSHHHSSSSSBSHSHHBSBSBBBHHSHH
BHSSHHHSBSHSSSHHBSSSHSSBHHHSHBBS
BBHHHBBBHHBHHSHSHBSSSBHHBSSBSBBS
BHSBSSHSBHSBHBSSBSSHSSSBBBBHHSHB
BBSHHHBSBHHSSHSSHBSBBHHBSHHHSHSS
BHSHHSHHSHHHBSSSBBHHSSHSHHSSHHBB
BBHBHHHHBHHBSSHHHHBHBBHBSBHBHSSH
BHSSHSHHBHHHBHHHHSHSBBBSHSSSBHSH
BBBHSSHHHHBSHHBBBHHHBSSHHSHBHSBS
BBHHHBHBHSBBHHBSBSSBBBHSBSSHHBSS
BBHSHBSHHBSSHSHHHBHHSHSHBBHSSHHH
BBSHBSHBHSSHSSHHBSHHSSBSBBSBHSSS
BHHHHHHHHHBBBBBSBHSBHHSHHHHBBHBB
